fn,bbox
003758.jpg,166 0 224 62 97 151 187 224 69 2 159 92
003759.jpg,25 106 115 196
003760.jpg,4 3 94 93
003761.jpg,128 121 218 211
003762.jpg,109 127 199 217
003763.jpg,88 159 178 224 159 125 224 215 0 114 48 204
003764.jpg,102 134 192 224 158 170 224 224
003765.jpg,0 0 50 72 10 59 100 149 0 133 60 223 81 14 171 104
003766.jpg,19 0 109 80
003767.jpg,85 77 175 167
003768.jpg,34 0 124 68 33 114 123 204
003769.jpg,139 168 224 224
003770.jpg,0 45 64 135 28 174 118 224
003771.jpg,97 18 187 108 0 158 82 224 165 171 224 224
003772.jpg,0 54 69 144 136 96 224 186
003773.jpg,44 135 134 224 164 0 224 78
003774.jpg,86 21 176 111 115 147 205 224
003775.jpg,58 82 148 172 0 0 84 49
003776.jpg,0 129 65 219 28 0 118 63
003777.jpg,128 66 218 156 52 147 142 224 0 103 78 193
003778.jpg,101 173 191 224 101 66 191 156
003779.jpg,124 123 214 213 143 10 224 100 0 78 72 168 10 0 100 82
003780.jpg,92 13 182 103
003781.jpg,139 36 224 126
003782.jpg,11 163 101 224 106 174 196 224
003783.jpg,0 108 67 198
003784.jpg,7 129 97 219 99 85 189 175 64 13 154 103 0 0 59 65
003785.jpg,80 50 170 140 39 0 129 66 174 14 224 104 8 93 98 183
003786.jpg,38 80 128 170 15 141 105 224 141 76 224 166
003787.jpg,36 0 126 69
003788.jpg,159 15 224 105 60 66 150 156
003789.jpg,11 0 101 49 38 95 128 185
003790.jpg,88 154 178 224 70 51 160 141 36 0 126 47 0 86 85 176
003791.jpg,130 170 220 224 118 8 208 98
003792.jpg,136 16 224 106
003793.jpg,140 169 224 224 43 65 133 155
003794.jpg,55 103 145 193
003795.jpg,6 64 96 154
003796.jpg,42 155 132 224 0 118 58 208 41 0 131 59
003797.jpg,57 36 147 126 137 168 224 224
003798.jpg,2 0 92 63 14 29 104 119 0 110 59 200 149 40 224 130
003799.jpg,0 46 90 136 91 20 181 110 79 177 169 224
003800.jpg,48 77 138 167 153 25 224 115
003801.jpg,10 12 100 102 93 0 183 77 147 172 224 224 0 165 65 224 0 48 55 138 0 0 56 57
003802.jpg,0 82 65 172
003803.jpg,38 0 128 68
003804.jpg,0 143 50 224 149 72 224 162 46 87 136 177 0 0 86 79
003805.jpg,0 156 46 224 47 134 137 224
003806.jpg,0 139 47 224
003807.jpg,28 0 118 62 23 83 113 173 151 57 224 147
003808.jpg,150 3 224 93
003809.jpg,43 156 133 224
003810.jpg,0 174 46 224 0 85 62 175 106 0 196 63 144 122 224 212 149 22 224 112
003811.jpg,26 175 116 224 20 79 110 169 0 12 82 102 164 80 224 170 154 0 224 86
003812.jpg,62 122 152 212 40 33 130 123
003813.jpg,73 0 163 73
003814.jpg,0 111 46 201 67 63 157 153 87 15 177 105 149 78 224 168
003815.jpg,13 84 103 174 0 0 50 78 160 0 224 70
003816.jpg,48 2 138 92
003817.jpg,120 74 210 164 0 0 58 70 10 120 100 210
003818.jpg,122 0 212 72 17 19 107 109 105 80 195 170 0 154 65 224
003819.jpg,125 43 215 133 136 120 224 210
003820.jpg,0 0 46 80 0 161 69 224 93 73 183 163 50 0 140 52 172 0 224 84
003821.jpg,27 0 117 72 76 13 166 103
003822.jpg,0 83 87 173 0 173 58 224
003823.jpg,67 154 157 224 39 68 129 158 62 0 152 59
003824.jpg,0 11 56 101
003825.jpg,0 18 69 108 56 110 146 200
003826.jpg,0 109 59 199 26 37 116 127
003827.jpg,0 30 71 120 41 17 131 107
003828.jpg,46 0 136 59
003829.jpg,0 0 88 64 0 162 55 224 77 107 167 197
003830.jpg,164 35 224 125 73 72 163 162
003831.jpg,37 162 127 224 124 3 214 93
003832.jpg,104 55 194 145 87 18 177 108
003833.jpg,0 176 62 224
003834.jpg,38 141 128 224
003835.jpg,37 157 127 224 106 44 196 134 69 115 159 205 0 80 86 170 52 0 142 78
003836.jpg,164 149 224 224 164 33 224 123 106 0 196 63
003837.jpg,0 144 82 224 172 85 224 175 77 25 167 115
003838.jpg,79 5 169 95 0 55 62 145
003839.jpg,113 0 203 68
003840.jpg,76 0 166 87
003841.jpg,0 102 51 192 0 0 58 85 175 103 224 193 157 10 224 100
003842.jpg,38 84 128 174
003843.jpg,77 149 167 224
003844.jpg,0 120 69 210
003845.jpg,32 0 122 84 0 111 82 201
003846.jpg,124 49 214 139
003847.jpg,106 9 196 99
003848.jpg,42 0 132 82 85 82 175 172
003849.jpg,62 100 152 190 0 135 65 224 92 60 182 150
003850.jpg,79 167 169 224 143 31 224 121 2 11 92 101
003851.jpg,0 143 64 224 150 105 224 195 87 49 177 139
003852.jpg,141 135 224 224 72 37 162 127 0 90 77 180
003853.jpg,60 137 150 224 0 155 81 224 13 55 103 145 123 66 213 156
003854.jpg,84 0 174 83 94 56 184 146 108 158 198 224
003855.jpg,47 127 137 217 0 156 69 224 50 0 140 73 91 16 181 106 0 20 55 110
003856.jpg,36 0 126 50 89 93 179 183
003857.jpg,17 0 107 51 168 34 224 124 110 147 200 224
003858.jpg,13 0 103 81
003859.jpg,123 0 213 82
003860.jpg,116 0 206 49
003861.jpg,84 111 174 201 156 95 224 185
003862.jpg,88 170 178 224 117 0 207 49
003863.jpg,109 74 199 164 144 40 224 130
003864.jpg,104 106 194 196
003865.jpg,148 0 224 61
003866.jpg,94 99 184 189
003867.jpg,88 26 178 116
003868.jpg,128 151 218 224 106 62 196 152
003869.jpg,90 12 180 102
003870.jpg,177 70 224 160 118 0 208 56
003871.jpg,143 85 224 175 77 0 167 68 0 0 88 87
003872.jpg,93 37 183 127 173 168 224 224 0 97 89 187
003873.jpg,72 0 162 66 0 37 50 127 0 170 84 224 64 116 154 206
003874.jpg,150 23 224 113 101 53 191 143 19 97 109 187 128 111 218 201
003875.jpg,47 97 137 187 0 0 73 55 144 97 224 187
003876.jpg,0 96 74 186 107 0 197 66
003877.jpg,165 93 224 183
003878.jpg,0 9 65 99 177 101 224 191 93 122 183 212 0 70 65 160 16 106 106 196 0 161 66 224
003879.jpg,0 108 54 198 71 84 161 174 175 72 224 162 129 0 219 78 36 0 126 87
003880.jpg,25 31 115 121 0 0 76 49 98 0 188 87
003881.jpg,0 178 56 224 15 92 105 182
003882.jpg,66 153 156 224 117 47 207 137
003883.jpg,0 75 76 165 73 74 163 164 138 19 224 109 157 0 224 48
003884.jpg,149 132 224 222 59 128 149 218 0 39 47 129 50 48 140 138 44 0 134 58
003885.jpg,124 58 214 148 108 0 198 61 0 56 80 146
003886.jpg,178 130 224 220 122 122 212 212 77 114 167 204 50 0 140 78 11 92 101 182
003887.jpg,87 64 177 154 0 0 47 54
003888.jpg,171 73 224 163 13 22 103 112 76 142 166 224
003889.jpg,136 43 224 133 167 0 224 69 0 0 60 58 0 86 64 176
003890.jpg,42 138 132 224
003891.jpg,0 0 89 62 92 40 182 130 144 157 224 224
003892.jpg,166 22 224 112 82 131 172 221 7 62 97 152
003893.jpg,146 142 224 224 101 113 191 203 143 0 224 74 0 88 60 178
003894.jpg,0 83 90 173
003895.jpg,148 0 224 75 0 74 62 164
003896.jpg,1 49 91 139
003897.jpg,0 172 69 224 49 74 139 164 81 152 171 224 145 70 224 160 144 56 224 146 29 0 119 74
003898.jpg,0 139 46 224 56 23 146 113 143 54 224 144
003899.jpg,148 106 224 196
003900.jpg,87 0 177 58 150 119 224 209 0 150 72 224 0 0 58 71
003901.jpg,168 35 224 125 24 68 114 158
003902.jpg,116 127 206 217 65 60 155 150 65 0 155 66
003903.jpg,0 91 47 181
003904.jpg,166 81 224 171 148 177 224 224 53 29 143 119 0 24 60 114
003905.jpg,137 109 224 199 154 18 224 108 39 101 129 191 0 71 50 161
003906.jpg,154 33 224 123 145 0 224 59 46 6 136 96
003907.jpg,93 41 183 131
003908.jpg,112 104 202 194 9 176 99 224
003909.jpg,46 34 136 124 120 162 210 224 163 0 224 64 0 123 62 213
003910.jpg,161 43 224 133 0 37 74 127
003911.jpg,164 177 224 224 158 57 224 147 47 64 137 154 81 0 171 54
003912.jpg,105 86 195 176
003913.jpg,168 53 224 143
003914.jpg,164 4 224 94 42 0 132 67 92 75 182 165 128 173 218 224
003915.jpg,54 77 144 167 20 0 110 83
003916.jpg,129 111 219 201 14 0 104 54 19 4 109 94
003917.jpg,0 29 55 119 24 62 114 152 54 32 144 122 98 0 188 68
003918.jpg,134 0 224 64
003919.jpg,36 105 126 195 0 135 66 224 0 14 65 104 26 25 116 115
003920.jpg,42 99 132 189 113 132 203 222 46 0 136 48
003921.jpg,140 0 224 79 164 156 224 224 0 164 68 224 44 128 134 218 12 33 102 123
003922.jpg,54 166 144 224 104 43 194 133
003923.jpg,77 80 167 170 64 20 154 110
003924.jpg,176 17 224 107 130 84 220 174 0 46 83 136
003925.jpg,134 2 224 92 0 82 64 172
003926.jpg,120 108 210 198 47 0 137 46
003927.jpg,13 13 103 103 69 81 159 171 102 163 192 224 173 150 224 224 169 44 224 134
003928.jpg,132 142 222 224 57 177 147 224 0 87 51 177 32 64 122 154 134 26 224 116
003929.jpg,132 0 222 88 105 80 195 170 5 33 95 123 0 154 58 224
003930.jpg,157 0 224 73 69 144 159 224
003931.jpg,113 24 203 114 46 132 136 222 56 9 146 99
003932.jpg,174 66 224 156 120 9 210 99 0 27 72 117 39 128 129 218 2 178 92 224
003933.jpg,51 94 141 184 152 84 224 174 128 118 218 208
003934.jpg,0 70 59 160 57 0 147 62
003935.jpg,23 114 113 204
003936.jpg,21 55 111 145 90 46 180 136 170 79 224 169
003937.jpg,160 0 224 74 175 95 224 185 0 125 74 215 69 136 159 224 1 5 91 95
003938.jpg,102 46 192 136 97 156 187 224 6 129 96 219
003939.jpg,20 0 110 72
003940.jpg,128 118 218 208 39 0 129 88
003941.jpg,22 0 112 68 110 43 200 133 0 149 76 224
003942.jpg,68 43 158 133 137 5 224 95 125 121 215 211
003943.jpg,146 141 224 224 164 0 224 82
003944.jpg,164 0 224 90 171 97 224 187 44 166 134 224 30 115 120 205 51 9 141 99
003945.jpg,132 0 222 66 171 102 224 192 0 74 73 164 57 54 147 144 114 173 204 224
003946.jpg,0 151 75 224 11 74 101 164
003947.jpg,74 174 164 224 0 113 79 203 0 0 74 88
003948.jpg,176 49 224 139 140 165 224 224 95 63 185 153 34 96 124 186
003949.jpg,0 174 50 224 76 99 166 189 139 95 224 185 63 54 153 144
003950.jpg,0 25 83 115 79 0 169 68 154 0 224 68
003951.jpg,123 0 213 58 103 142 193 224 0 20 83 110
003952.jpg,152 103 224 193 30 58 120 148 0 0 50 75
003953.jpg,74 0 164 71 0 74 68 164 54 147 144 224
003954.jpg,118 4 208 94 23 66 113 156
003955.jpg,64 0 154 59 164 177 224 224
003956.jpg,110 58 200 148 0 11 86 101 45 147 135 224
003957.jpg,173 146 224 224
003958.jpg,68 23 158 113
003959.jpg,37 99 127 189 165 73 224 163 37 178 127 224
003960.jpg,108 0 198 55 50 16 140 106 18 80 108 170 3 176 93 224
003961.jpg,64 0 154 78 0 23 69 113
003962.jpg,93 15 183 105 126 0 216 50 137 0 224 87
003963.jpg,104 162 194 224 0 10 77 100 148 72 224 162 113 0 203 60 42 84 132 174
003964.jpg,49 170 139 224 26 112 116 202 7 24 97 114 76 24 166 114
003965.jpg,86 94 176 184 165 30 224 120
003966.jpg,165 46 224 136 101 87 191 177 79 4 169 94 144 0 224 64
003967.jpg,0 108 90 198
003968.jpg,0 140 88 224 94 120 184 210 0 62 46 152 19 0 109 56
003969.jpg,0 138 83 224
003970.jpg,154 29 224 119 0 0 74 77 127 0 217 46
003971.jpg,25 0 115 88 91 137 181 224 145 177 224 224
003972.jpg,35 56 125 146 0 98 47 188
003973.jpg,52 137 142 224 98 48 188 138
003974.jpg,94 127 184 217 174 159 224 224 4 172 94 224 61 55 151 145 103 33 193 123 148 0 224 65
003975.jpg,42 93 132 183 125 105 215 195 96 158 186 224 0 73 60 163 0 160 65 224
003976.jpg,165 23 224 113 69 166 159 224 9 93 99 183 21 177 111 224
003977.jpg,153 0 224 72 44 15 134 105
003978.jpg,0 55 52 145 92 49 182 139 92 89 182 179
003979.jpg,133 0 223 77 14 83 104 173 126 0 216 88
003980.jpg,103 61 193 151
003981.jpg,165 0 224 58 173 172 224 224
003982.jpg,29 123 119 213 75 11 165 101 0 75 81 165
003983.jpg,131 0 221 89 69 72 159 162 30 6 120 96 4 175 94 224
003984.jpg,0 40 89 130 48 0 138 77 77 78 167 168 89 169 179 224
003985.jpg,168 0 224 50
003986.jpg,149 11 224 101 30 0 120 49 120 140 210 224
003987.jpg,23 178 113 224
003988.jpg,104 6 194 96 91 145 181 224
003989.jpg,170 0 224 54 68 41 158 131 108 148 198 224
003990.jpg,48 86 138 176 0 0 63 68 0 158 51 224
003991.jpg,53 98 143 188 11 18 101 108
003992.jpg,51 162 141 224
003993.jpg,0 105 74 195
003994.jpg,90 169 180 224 115 21 205 111 23 0 113 71
003995.jpg,0 0 73 87
003996.jpg,0 139 90 224
003997.jpg,144 0 224 83 0 20 50 110
003998.jpg,0 147 56 224
003999.jpg,15 0 105 87
004000.jpg,166 30 224 120 49 50 139 140 93 135 183 224
004001.jpg,173 123 224 213 148 67 224 157
004002.jpg,96 98 186 188 152 50 224 140
004003.jpg,0 152 52 224
004004.jpg,0 123 77 213 0 0 47 88 2 60 92 150 154 141 224 224 108 0 198 90
004005.jpg,152 56 224 146
004006.jpg,115 17 205 107
004007.jpg,0 108 54 198 10 1 100 91 82 96 172 186
004008.jpg,169 0 224 46 74 0 164 84 27 90 117 180
004009.jpg,1 4 91 94
004010.jpg,121 91 211 181 48 103 138 193
004011.jpg,119 114 209 204
004012.jpg,122 43 212 133 44 154 134 224
004013.jpg,90 110 180 200 65 25 155 115
004014.jpg,0 27 59 117 23 100 113 190 92 30 182 120
004015.jpg,0 6 48 96 48 178 138 224 151 51 224 141
004016.jpg,0 46 51 136 0 115 69 205 77 143 167 224 64 72 154 162
004017.jpg,16 8 106 98 37 77 127 167 127 88 217 178 92 0 182 58
004018.jpg,168 68 224 158 148 0 224 75
004019.jpg,137 77 224 167 60 58 150 148 0 96 70 186
004020.jpg,49 94 139 184
004021.jpg,22 149 112 224 169 77 224 167
004022.jpg,151 47 224 137 168 135 224 224
004023.jpg,144 0 224 75 0 0 72 51 1 74 91 164 61 100 151 190
004024.jpg,75 0 165 64 35 51 125 141 52 145 142 224
004025.jpg,168 84 224 174 0 140 62 224 61 13 151 103 80 96 170 186
004026.jpg,0 122 59 212 69 157 159 224 75 0 165 83 0 0 89 84 125 163 215 224
004027.jpg,0 168 51 224 20 0 110 73 142 23 224 113 160 111 224 201 176 175 224 224
004028.jpg,69 29 159 119 0 49 85 139
004029.jpg,141 76 224 166
004030.jpg,91 0 181 47 171 88 224 178 26 121 116 211
004031.jpg,0 56 87 146 61 22 151 112
004032.jpg,101 176 191 224 99 100 189 190 177 54 224 144 17 0 107 87
004033.jpg,8 68 98 158 119 73 209 163
004034.jpg,167 0 224 56
004035.jpg,0 149 75 224 120 157 210 224 58 141 148 224 88 20 178 110
004036.jpg,104 171 194 224 138 83 224 173 23 0 113 88
004037.jpg,22 6 112 96 62 89 152 179 65 171 155 224 144 113 224 203 178 0 224 73 121 16 211 106
004038.jpg,0 18 61 108 74 0 164 82
004039.jpg,174 167 224 224
004040.jpg,155 39 224 129 94 57 184 147 152 127 224 217
004041.jpg,0 139 59 224
004042.jpg,0 88 89 178 76 73 166 163
004043.jpg,36 100 126 190 0 40 49 130 26 0 116 79 149 0 224 59
004044.jpg,35 88 125 178 97 8 187 98 155 173 224 224 160 106 224 196
004045.jpg,72 63 162 153
004046.jpg,76 172 166 224 105 85 195 175 0 30 86 120 26 0 116 51 137 0 224 62
004047.jpg,159 0 224 65 40 163 130 224 0 115 50 205 15 52 105 142 0 0 88 69
004048.jpg,16 158 106 224 140 157 224 224 89 60 179 150 113 0 203 67 171 44 224 134 28 22 118 112
004049.jpg,177 29 224 119
004050.jpg,155 33 224 123 109 175 199 224 48 91 138 181 17 0 107 79
004051.jpg,104 0 194 90 43 114 133 204 0 94 59 184 0 22 86 112 50 0 140 48
004052.jpg,26 45 116 135 103 136 193 224 14 128 104 218
004053.jpg,62 0 152 87 167 77 224 167 0 130 52 220
004054.jpg,21 17 111 107 67 122 157 212
004055.jpg,0 108 82 198 96 3 186 93
004056.jpg,18 0 108 59
004057.jpg,11 133 101 223 138 126 224 216 172 13 224 103
004058.jpg,0 178 75 224 23 74 113 164 84 138 174 224 40 16 130 106 0 0 75 53 119 0 209 57
004059.jpg,103 78 193 168 155 7 224 97 41 0 131 89 0 48 89 138
004060.jpg,147 0 224 54 36 0 126 62 99 168 189 224 136 99 224 189
004061.jpg,0 2 86 92
004062.jpg,153 16 224 106
